Game,Prisoner 1 Response,Prisoner 2 Response,Sentence
105,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
106,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
107,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
108,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
109,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
110,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
111,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
112,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
113,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
114,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
115,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
116,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
117,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
118,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
119,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
120,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
121,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
122,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
123,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
124,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
125,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
126,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
127,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
128,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
129,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
130,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
131,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
132,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
133,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
134,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
135,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
136,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
137,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
138,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
139,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
140,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
141,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
142,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
143,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
144,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
145,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
146,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
147,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
148,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
149,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
150,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
151,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
152,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
153,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
154,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
155,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
156,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
157,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
158,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
159,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
160,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
161,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
162,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
163,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
164,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
165,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
166,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
167,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
168,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
169,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
170,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
171,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
172,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
173,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
174,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
175,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
176,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
177,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
178,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
179,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
180,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
181,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
182,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
183,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
184,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
185,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
186,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
187,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
188,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
189,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
190,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
191,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
192,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
193,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
194,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
195,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
196,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
197,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
198,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
199,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
200,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
201,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
202,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
203,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
204,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
205,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
206,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
207,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
208,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
209,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
210,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
211,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
212,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
213,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
214,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
215,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
216,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
217,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
218,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
219,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
220,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
221,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
222,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
223,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
224,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
225,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
226,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
227,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
228,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
229,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
230,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
231,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
232,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
233,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
234,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
235,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
236,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
237,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
238,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
239,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
240,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
241,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
242,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
243,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
244,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
245,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
246,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
247,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
248,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
249,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
250,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
251,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
252,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
253,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
254,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
255,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
256,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
257,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
258,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
259,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
260,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
261,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
262,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
263,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
264,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
265,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
266,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
267,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
268,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
269,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
270,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
271,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
272,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
273,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
274,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
275,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
276,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
277,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
278,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
279,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
280,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
281,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
282,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
283,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
284,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
285,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
286,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
287,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
288,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
289,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
290,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
291,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
292,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
293,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
294,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
295,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
296,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
297,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
298,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
299,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
300,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
301,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
302,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
303,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
304,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
305,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
