Game,Prisoner 1 Response,Prisoner 2 Response,Sentence
102,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
103,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
104,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
105,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
106,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
107,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
108,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
109,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
110,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
111,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
112,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
113,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
114,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
115,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
116,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
117,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
118,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
119,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
120,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
121,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
122,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
123,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
124,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
125,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
126,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
127,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
128,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
129,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
130,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
131,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
132,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
133,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
134,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
135,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
136,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
137,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
138,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
139,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
140,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
141,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
142,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
143,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
144,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
145,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
146,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
147,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
148,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
149,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
150,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
151,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
152,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
153,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
154,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
155,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
156,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
157,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
158,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
159,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
160,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
161,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
162,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
163,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
164,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
165,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
166,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
167,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
168,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
169,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
170,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
171,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
172,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
173,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
174,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
175,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
176,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
177,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
178,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
179,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
180,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
181,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
182,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
183,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
184,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
185,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
186,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
187,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
188,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
189,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
190,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
191,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
192,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
193,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
194,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
195,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
196,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
197,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
198,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
199,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
200,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
201,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
202,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
203,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
204,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
205,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
206,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
207,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
208,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
209,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
210,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
211,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
212,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
213,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
214,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
215,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
216,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
217,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
218,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
219,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
220,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
221,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
222,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
223,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
224,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
225,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
226,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
227,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
228,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
229,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
230,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
231,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
232,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
233,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
234,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
235,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
236,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
237,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
238,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
239,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
240,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
241,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
242,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
243,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
244,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
245,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
246,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
247,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
248,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
249,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
250,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
251,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
252,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
253,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
254,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
255,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
256,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
257,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
258,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
259,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
260,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
261,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
262,Cooperate.,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
263,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
264,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
265,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
266,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
267,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
268,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
269,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
270,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
271,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
272,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
273,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
274,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
275,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
276,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
277,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
278,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
279,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
280,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
281,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
282,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
283,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
284,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
285,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
286,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
287,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
288,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
289,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
290,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
291,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
292,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
293,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
294,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
295,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
296,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
297,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
298,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
299,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
300,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
301,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
302,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
303,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
304,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
305,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
306,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
307,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
308,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
309,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
310,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
