Game,Prisoner 1 Response,Prisoner 2 Response,Sentence
193,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
194,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
195,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
196,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
197,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
198,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
199,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
200,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
201,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
202,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
203,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
204,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
205,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
206,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
207,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
208,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
209,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
210,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
211,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
212,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
213,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
214,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
215,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
216,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
217,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
218,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
219,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
220,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
221,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
222,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
223,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
224,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
225,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
226,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
227,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
228,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
229,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
230,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
231,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
232,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
233,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
234,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
235,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
236,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
237,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
238,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
239,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
240,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
241,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
242,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
243,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
244,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
245,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
246,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
247,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
248,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
249,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
250,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
251,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
252,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
253,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
254,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
255,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
256,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
257,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
258,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
259,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
260,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
261,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
262,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
263,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
264,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
265,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
266,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
267,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
268,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
269,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
270,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
271,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
272,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
273,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
274,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
275,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
276,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
277,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
278,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
279,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
280,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
281,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
282,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
283,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
284,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
285,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
286,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
287,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
288,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
289,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
290,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
291,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
292,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
293,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
294,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
295,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
296,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
297,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
298,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
299,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
300,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
301,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
302,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
303,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
304,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
305,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
306,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
307,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
308,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
309,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
310,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
311,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
