Game,Prisoner 1 Response,Prisoner 2 Response,Sentence
136,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
137,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
138,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
139,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
140,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
141,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
142,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
143,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
144,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
145,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
146,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
147,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
148,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
149,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
150,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
151,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
152,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
153,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
154,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
155,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
156,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
157,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
158,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
159,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
160,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
161,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
162,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
163,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
164,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
165,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
166,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
167,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
168,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
169,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
170,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
171,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
172,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
173,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
174,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
175,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
176,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
177,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
178,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
179,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
180,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
181,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
182,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
183,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
184,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
185,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
186,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
187,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
188,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
189,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
190,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
191,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
192,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
193,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
194,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
195,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
196,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
197,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
198,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
199,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
200,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
201,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
202,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
203,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
204,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
205,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
206,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
207,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
208,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
209,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
210,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
211,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
212,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
213,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
214,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
215,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
216,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
217,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
218,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
219,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
220,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
221,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
222,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
223,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
224,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
225,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
226,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
227,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
228,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
229,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
230,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
231,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
232,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
233,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
234,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
235,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
236,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
237,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
238,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
239,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
240,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
241,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
242,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
243,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
244,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
245,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
246,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
247,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
248,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
249,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
250,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
251,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
252,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
253,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
254,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
255,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
256,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
257,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
258,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
259,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
260,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
261,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
262,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
263,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
264,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
265,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
266,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
267,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
268,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
269,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
270,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
271,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
272,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
273,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
274,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
275,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
276,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
277,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
278,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
279,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
280,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
281,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
282,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
283,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
284,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
285,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
286,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
287,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
288,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
289,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
290,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
291,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
292,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
293,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
294,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
295,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
296,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
297,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
298,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
299,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
300,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
301,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
302,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
303,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
304,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
305,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
306,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
307,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
308,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
309,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
310,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
311,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
312,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
313,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
314,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
315,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
316,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
317,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
318,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
