Game,Prisoner 1 Response,Prisoner 2 Response,Sentence
169,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
170,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
171,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
172,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
173,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
174,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
175,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
176,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
177,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
178,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
179,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
180,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
181,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
182,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
183,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
184,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
185,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
186,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
187,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
188,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
189,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
190,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
191,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
192,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
193,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
194,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
195,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
196,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
197,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
198,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
199,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
200,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
201,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
202,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
203,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
204,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
205,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
206,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
207,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
208,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
209,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
210,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
211,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
212,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
213,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
214,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
215,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
216,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
217,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
218,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
219,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
220,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
221,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
222,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
223,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
224,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
225,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
226,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
227,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
228,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
229,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
230,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
231,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
232,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
233,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
234,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
235,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
236,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
237,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
238,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
239,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
240,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
241,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
242,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
243,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
244,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
245,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
246,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
247,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
248,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
249,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
250,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
251,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
252,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
253,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
254,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
255,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
256,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
257,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
258,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
259,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
260,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
261,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
262,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
263,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
264,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
265,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
266,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
267,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
268,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
269,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
270,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
271,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
272,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
273,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
274,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
275,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
276,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
277,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
278,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
279,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
280,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
281,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
282,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
283,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
284,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
285,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
286,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
287,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
288,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
289,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
290,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
291,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
292,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
293,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
294,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
295,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
296,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
297,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
298,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
299,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
300,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
301,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
302,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
303,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
304,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
305,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
306,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
307,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
308,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
309,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
310,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
311,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
312,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
313,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
314,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
315,Cooperate,Cooperate,Both prisoners are sentenced to 1 year(s) in prison
316,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
317,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
318,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
319,Betray,Betray,Both prisoners are sentenced to 2 year(s) in prison
320,Betray,Cooperate,Prisoner 1 is sentenced to 0 and prisoner 2 is sentenced to 3 year(s) in prison
321,Cooperate,Betray,Prisoner 1 is sentenced to 3 and prisoner 2 is sentenced to 0 year(s) in prison
